,,,,,,,,,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C
Plastic,LDPE,Beverage,Composite,Biodegradable,Recycled,,,,AT11,BE26,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Composite,Biodegradable,Moulded,,,,AT11,BE26,BG6,HR10,CY8,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Composite,Hazardous,Recycled,,,,AT7,BE22,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Composite,Hazardous,Moulded,,,,AT7,BE22,BG6,HR10,CY8,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Composite,Recycled,Moulded,,,,AT7,BE25,BG6,HR10,CY8,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Biodegradable,Hazardous,Recycled,,,,AT11,BE22,BG1,HR10,CY8,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Biodegradable,Hazardous,Moulded,,,,AT11,BE22,BG1,HR10,CY8,CZ72,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Biodegradable,Recycled,Moulded,,,,AT11,BE26,BG1,HR10,CY8,CZ73,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Hazardous,Recycled,Moulded,,,,AT5,BE22,BG1,HR10,CY8,CZ65,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK3,SL21,ES8,SE3,,MK2,RS5
Plastic,LDPE,Composite,Biodegradable,Hazardous,Recycled,,,,AT11,BE22,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,LDPE,Composite,Biodegradable,Hazardous,Moulded,,,,AT11,BE22,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,LDPE,Composite,Biodegradable,Recycled,Moulded,,,,AT11,BE26,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,LDPE,Composite,Hazardous,Recycled,Moulded,,,,AT7,BE22,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,LDPE,Biodegradable,Hazardous,Recycled,Moulded,,,,AT11,BE22,BG1,HR9,CY8,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Composite,Biodegradable,Hazardous,Recycled,,,AT11,BE22,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Composite,Biodegradable,Hazardous,Moulded,,,AT11,BE22,BG6,HR10,CY8,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Composite,Biodegradable,Recycled,Moulded,,,AT11,BE26,BG6,HR10,CY8,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Composite,Hazardous,Recycled,Moulded,,,AT7,BE22,BG6,HR10,CY8,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Biodegradable,Hazardous,Recycled,Moulded,,,AT11,BE22,BG1,HR10,CY8,CZ73,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,LDPE,Composite,Biodegradable,Hazardous,Recycled,Moulded,,,AT11,BE22,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Composite,Biodegradable,Hazardous,Recycled,Moulded,,AT11,BE22,BG6,HR10,CY8,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,PE,,,,,,,,AT5,BE14,BG1,HR9,CY8,CZ12,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,PE,Beverage,,,,,,,AT5,BE14,BG1,HR10,CY8,CZ15,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,PE,Composite,,,,,,,AT7,BE25,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PE,Biodegradable,,,,,,,AT11,BE26,BG1,HR9,CY8,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,PE,Hazardous,,,,,,,AT5,BE22,BG1,HR9,CY8,CZ12,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PE,Recycled,,,,,,,AT5,BE14,BG1,HR9,CY8,CZ12,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,PE,Moulded,,,,,,,AT5,BE13,BG1,HR9,CY8,CZ13,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,PE,Beverage,Composite,,,,,,AT7,BE25,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PE,Beverage,Biodegradable,,,,,,AT11,BE26,BG1,HR10,CY8,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,PE,Beverage,Hazardous,,,,,,AT5,BE22,BG1,HR10,CY8,CZ15,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PE,Beverage,Recycled,,,,,,AT5,BE14,BG1,HR10,CY8,CZ12,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,PE,Beverage,Moulded,,,,,,AT5,BE13,BG1,HR10,CY8,CZ16,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,PE,Composite,Biodegradable,,,,,,AT11,BE26,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PE,Composite,Hazardous,,,,,,AT7,BE22,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PE,Composite,Recycled,,,,,,AT7,BE25,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PE,Composite,Moulded,,,,,,AT7,BE25,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,PE,Biodegradable,Hazardous,,,,,,AT11,BE22,BG1,HR9,CY8,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PE,Biodegradable,Recycled,,,,,,AT11,BE26,BG1,HR9,CY8,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,PE,Biodegradable,Moulded,,,,,,AT11,BE26,BG1,HR9,CY8,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,PE,Hazardous,Recycled,,,,,,AT5,BE22,BG1,HR9,CY8,CZ12,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PE,Hazardous,Moulded,,,,,,AT5,BE22,BG1,HR9,CY8,CZ13,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,PE,Recycled,Moulded,,,,,,AT5,BE13,BG1,HR9,CY8,CZ13,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,PE,Beverage,Composite,Biodegradable,,,,,AT11,BE26,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PE,Beverage,Composite,Hazardous,,,,,AT7,BE22,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PE,Beverage,Composite,Recycled,,,,,AT7,BE25,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PE,Beverage,Composite,Moulded,,,,,AT7,BE25,BG6,HR10,CY8,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,PE,Beverage,Biodegradable,Hazardous,,,,,AT11,BE22,BG1,HR10,CY8,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PE,Beverage,Biodegradable,Recycled,,,,,AT11,BE26,BG1,HR10,CY8,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,PE,Beverage,Biodegradable,Moulded,,,,,AT11,BE26,BG1,HR10,CY8,CZ72,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,PE,Beverage,Hazardous,Recycled,,,,,AT5,BE22,BG1,HR10,CY8,CZ15,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PE,Beverage,Hazardous,Moulded,,,,,AT5,BE22,BG1,HR10,CY8,CZ16,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,PE,Beverage,Recycled,Moulded,,,,,AT5,BE13,BG1,HR10,CY8,CZ17,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,PE,Composite,Biodegradable,Hazardous,,,,,AT11,BE22,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PE,Composite,Biodegradable,Recycled,,,,,AT11,BE26,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PE,Composite,Biodegradable,Moulded,,,,,AT11,BE26,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,PE,Composite,Hazardous,Recycled,,,,,AT7,BE22,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PE,Composite,Hazardous,Moulded,,,,,AT7,BE22,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,PE,Composite,Recycled,Moulded,,,,,AT7,BE25,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,PE,Biodegradable,Hazardous,Recycled,,,,,AT11,BE22,BG1,HR9,CY8,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PE,Biodegradable,Hazardous,Moulded,,,,,AT11,BE22,BG1,HR9,CY8,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,PE,Biodegradable,Recycled,Moulded,,,,,AT11,BE26,BG1,HR9,CY8,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,PE,Hazardous,Recycled,Moulded,,,,,AT5,BE22,BG1,HR9,CY8,CZ13,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,PE,Beverage,Composite,Biodegradable,Hazardous,,,,AT11,BE22,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PE,Beverage,Composite,Biodegradable,Recycled,,,,AT11,BE26,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PE,Beverage,Composite,Biodegradable,Moulded,,,,AT11,BE26,BG6,HR10,CY8,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,PE,Beverage,Composite,Hazardous,Recycled,,,,AT7,BE22,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PE,Beverage,Composite,Hazardous,Moulded,,,,AT7,BE22,BG6,HR10,CY8,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,PE,Beverage,Composite,Recycled,Moulded,,,,AT7,BE25,BG6,HR10,CY8,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,PE,Beverage,Biodegradable,Hazardous,Recycled,,,,AT11,BE22,BG1,HR10,CY8,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PE,Beverage,Biodegradable,Hazardous,Moulded,,,,AT11,BE22,BG1,HR10,CY8,CZ72,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,PE,Beverage,Biodegradable,Recycled,Moulded,,,,AT11,BE26,BG1,HR10,CY8,CZ73,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,PE,Beverage,Hazardous,Recycled,Moulded,,,,AT5,BE22,BG1,HR10,CY8,CZ17,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,PE,Composite,Biodegradable,Hazardous,Recycled,,,,AT11,BE22,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PE,Composite,Biodegradable,Hazardous,Moulded,,,,AT11,BE22,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,PE,Composite,Biodegradable,Recycled,Moulded,,,,AT11,BE26,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,PE,Composite,Hazardous,Recycled,Moulded,,,,AT7,BE22,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,PE,Biodegradable,Hazardous,Recycled,Moulded,,,,AT11,BE22,BG1,HR9,CY8,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,PE,Beverage,Composite,Biodegradable,Hazardous,Recycled,,,AT11,BE22,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU12,MT1,NL4,PL3,PT2,RO3,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PE,Beverage,Composite,Biodegradable,Hazardous,Moulded,,,AT11,BE22,BG6,HR10,CY8,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,PE,Beverage,Composite,Biodegradable,Recycled,Moulded,,,AT11,BE26,BG6,HR10,CY8,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,PE,Beverage,Composite,Hazardous,Recycled,Moulded,,,AT7,BE22,BG6,HR10,CY8,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,PE,Beverage,Biodegradable,Hazardous,Recycled,Moulded,,,AT11,BE22,BG1,HR10,CY8,CZ73,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,PE,Composite,Biodegradable,Hazardous,Recycled,Moulded,,,AT11,BE22,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,PE,Beverage,Composite,Biodegradable,Hazardous,Recycled,Moulded,,AT11,BE22,BG6,HR10,CY8,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO3,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,PET,,,,,,,,AT5,BE15,BG1,HR1,CY5,CZ1,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU15,MT1,NL4,PL3,PT2,RO2,SK3,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,,,,,,opaque,AT5,BE9,BG1,HR15,CY5,CZ5,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK3,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Composite,,,,,,opaque,AT7,BE15,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Biodegradable,,,,,,opaque,AT11,BE26,BG1,HR1,CY5,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Hazardous,,,,,,opaque,AT5,BE22,BG1,HR1,CY5,CZ1,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Recycled,,,,,,opaque,AT5,BE15,BG1,HR1,CY5,CZ1,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK3,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Moulded,,,,,,opaque,AT5,BE10,BG1,HR1,CY5,CZ4,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK3,SL4,ES6,SE3,,MK2,RS5
Plastic,PET,Beverage,Composite,,,,,opaque,AT7,BE9,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Biodegradable,,,,,opaque,AT11,BE26,BG1,HR15,CY5,CZ71,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Hazardous,,,,,opaque,AT5,BE22,BG1,HR15,CY5,CZ5,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Recycled,,,,,opaque,AT5,BE9,BG1,HR15,CY5,CZ5,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK3,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Moulded,,,,,opaque,AT5,BE9,BG1,HR15,CY5,CZ10,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK3,SL4,ES5,SE3,,MK2,RS5
Plastic,PET,Composite,Biodegradable,,,,,opaque,AT11,BE26,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Hazardous,,,,,opaque,AT7,BE22,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Recycled,,,,,opaque,AT7,BE15,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Moulded,,,,,opaque,AT7,BE15,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES6,SE3,,MK6,RS5
Plastic,PET,Biodegradable,Hazardous,,,,,opaque,AT11,BE22,BG1,HR1,CY5,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Biodegradable,Recycled,,,,,opaque,AT11,BE26,BG1,HR1,CY5,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Biodegradable,Moulded,,,,,opaque,AT11,BE26,BG1,HR1,CY5,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL4,ES6,SE3,,MK2,RS5
Plastic,PET,Hazardous,Recycled,,,,,opaque,AT5,BE22,BG1,HR1,CY5,CZ1,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK3,SL21,ES9,SE3,,MK2,RS5
